Source,Target,Type,id,label,timeset,weight
rickdamerau,scuderiaferrari,Directed,6087,,,1.0
rickdamerau,f1,Directed,6088,,,1.0
dburgersdijk,scuderiaferrari,Directed,6093,,,1.0
dburgersdijk,pirellisport,Directed,6094,,,1.0
martincandiab,laf1surcanal,Directed,6102,,,1.0
martincandiab,motorlat,Directed,6103,,,1.0
martincandiab,enricotornello,Directed,6104,,,1.0
joanne7r,lewishamilton,Directed,6115,,,1.0
joanne7r,mercedesamgf1,Directed,6116,,,1.0
joanne7r,f1,Directed,6117,,,1.0
profesor_zeta,enricotornello,Directed,6120,,,1.0
profesor_zeta,scuderiaferrari,Directed,6121,,,1.0
profesor_zeta,f1,Directed,6122,,,1.0
nicosmyhusband6,scuderiaferrari,Directed,6123,,,1.0
nicosmyhusband6,f1,Directed,6124,,,1.0
nicosmyhusband6,formulahumor,Directed,6125,,,1.0
bhaskarsingh818,suttonimages,Directed,6131,,,1.0
bhaskarsingh818,lewishamilton,Directed,6133,,,1.0
bhaskarsingh818,mercedesamgf1,Directed,6134,,,1.0
bhaskarsingh818,scuderiaferrari,Directed,6135,,,1.0
bhaskarsingh818,f1,Directed,6136,,,1.0
lucacapvt,sebvettelnews,Directed,6146,,,1.0
lucacapvt,scuderiaferrari,Directed,6147,,,1.0
lucacapvt,mercedesamgf1,Directed,6148,,,1.0
lucacapvt,formulahumor,Directed,6149,,,1.0
ritaaladeen5,scuderiaferrari,Directed,6162,,,1.0
ritaaladeen5,f1,Directed,6163,,,1.0
ritaaladeen5,nico_rosberg,Directed,6164,,,1.0
hadymawasy,f1,Directed,6167,,,1.0
hadymawasy,mercedesamgf1,Directed,6168,,,1.0
hadymawasy,valtteribottas,Directed,6169,,,1.0
matthewnotmatt,f1,Directed,6185,,,1.0
matthewnotmatt,skysportsf1,Directed,6186,,,1.0
matthewnotmatt,scuderiaferrari,Directed,6187,,,1.0
cuscorepublica,scuderiaferrari,Directed,6193,,,1.0
cuscorepublica,f1,Directed,6194,,,1.0
cuscorepublica,max33verstappen,Directed,6195,,,1.0
cuscorepublica,ausgrandprix,Directed,6196,,,1.0
cuscorepublica,valtteribottas,Directed,6197,,,1.0
nrothien,scuderiaferrari,Directed,6200,,,1.0
nrothien,f1,Directed,6201,,,1.0
nrothien,vettel_formel1,Directed,6202,,,1.0
nrothien,sebvettelnews,Directed,6203,,,1.0
charlybrown93,lewishamilton,Directed,6210,,,1.0
charlybrown93,alo_oficial,Directed,6211,,,1.0
charlybrown93,mercedesamgf1,Directed,6212,,,1.0
filhopaulo2012,gianludale27,Directed,6226,,,1.0
filhopaulo2012,ausgrandprix,Directed,6227,,,1.0
_dieciagosto,pieroladisa,Directed,6230,,,1.0
_dieciagosto,dursti85,Directed,6231,,,1.0
_dieciagosto,elisagaggioli,Directed,6232,,,1.0
_dieciagosto,f1,Directed,6233,,,1.0
_dieciagosto,gianludale27,Directed,6234,,,1.0
ashdawson147,ashdawson147,Directed,6243,,,1.0
ashdawson147,wtf1official,Directed,6244,,,1.0
lucasisabella57,scuderiaferrari,Directed,6246,,,1.0
lucasisabella57,f1,Directed,6247,,,1.0
lucasisabella57,enricotornello,Directed,6248,,,1.0
arseniy1980,motorsport,Directed,6263,,,1.0
torillo59,ferrarinelcuore,Directed,6264,,,1.0
torillo59,scuderiaferrari,Directed,6265,,,1.0
torillo59,skysportf1hd,Directed,6266,,,1.0
torillo59,sebvettelnews,Directed,6267,,,1.0
tandarica48,f1,Directed,6275,,,1.0
osorioedgar10,mercedesamgf1,Directed,6279,,,1.0
osorioedgar10,scuderiaferrari,Directed,6280,,,1.0
osorioedgar10,formulahumor,Directed,6281,,,1.0
grandprixfundf1,scuderiaferrari,Directed,6290,,,1.0
grandprixfundf1,mercedesamgf1,Directed,6291,,,1.0
grandprixfundf1,valtteribottas,Directed,6292,,,1.0
alexander_arold,f1,Directed,6293,,,1.0
alexander_arold,scuderiaferrari,Directed,6294,,,1.0
alexander_arold,mercedesamgf1,Directed,6295,,,1.0
alexander_arold,valtteribottas,Directed,6296,,,1.0
23senna,mexicogp,Directed,6314,,,1.0
23senna,f1latinamerica,Directed,6315,,,1.0
23senna,enricotornello,Directed,6316,,,1.0
23senna,scuderiaferrari,Directed,6317,,,1.0
jeseluna8,f1,Directed,6318,,,1.0
dodajpodaj,sebvettelnews,Directed,6323,,,1.0
dodajpodaj,scuderiaferrari,Directed,6324,,,1.0
dodajpodaj,f1,Directed,6325,,,1.0
isabells7,f1writers,Directed,6334,,,1.0
adrysns916,supersporttv,Directed,6342,,,1.0
act_lightning,williamsracing,Directed,6354,,,1.0
act_lightning,hulkhulkenberg,Directed,6355,,,1.0
act_lightning,wtf1official,Directed,6356,,,1.0
act_lightning,massafelipe19,Directed,6357,,,1.0
act_lightning,renaultsportf1,Directed,6358,,,1.0
act_lightning,f1,Directed,6359,,,1.0
act_lightning,lewishamilton,Directed,6360,,,1.0
act_lightning,mercedesamgf1,Directed,6361,,,1.0
chic__cherry,fia,Directed,6373,,,1.0
chic__cherry,scuderiaferrari,Directed,6374,,,1.0
chic__cherry,f1,Directed,6375,,,1.0
chic__cherry,pirellisport,Directed,6376,,,1.0
vitors2000,scuderiaferrari,Directed,6384,,,1.0
vitors2000,f1,Directed,6385,,,1.0
formula1fanzone,formula1fanzone,Directed,6404,,,1.0
yoshua_h,valtteribottas,Directed,6407,,,1.0
yoshua_h,f1,Directed,6408,,,1.0
yoshua_h,danielricciardo,Directed,6409,,,1.0
yoshua_h,oconesteban,Directed,6410,,,1.0
yoshua_h,forceindiaf1,Directed,6411,,,1.0
yoshua_h,svandoorne,Directed,6412,,,1.0
yoshua_h,ausgrandprix,Directed,6413,,,1.0
yoshua_h,scuderiaferrari,Directed,6414,,,1.0
f1hub,f1hub,Directed,6436,,,1.0
wakeupmob,f1hub,Directed,6437,,,1.0
backofthegridf1,deejayone,Directed,6438,,,1.0
deejayone,backofthegridf1,Directed,6439,,,1.0
wakeupmob,deejayone,Directed,6440,,,1.0
wakeupmob,backofthegridf1,Directed,6441,,,1.0
wakeupmob,pirellisport,Directed,6442,,,1.0
wakeupmob,mclarenf1,Directed,6444,,,1.0
wakeupmob,gianludale27,Directed,6445,,,1.0
wakeupmob,f1writers,Directed,6446,,,1.0
wakeupmob,sebvettelnews,Directed,6447,,,1.0
wakeupmob,scuderiaferrari,Directed,6448,,,1.0
wakeupmob,f1,Directed,6449,,,1.0
wakeupmob,scuderia7,Directed,6450,,,1.0
meriuska,lewishamilton,Directed,6452,,,1.0
meriuska,a3formula1,Directed,6454,,,1.0
meriuska,alo_oficial,Directed,6455,,,1.0
meriuska,soymotor,Directed,6456,,,1.0
saetta_mcqueen,soymotor,Directed,6458,,,1.0
_i_love_racing,therealdcf1,Directed,6467,,,1.0
_i_love_racing,scuderiaferrari,Directed,6468,,,1.0
_i_love_racing,f1,Directed,6469,,,1.0
_i_love_racing,valtteribottas,Directed,6470,,,1.0
_i_love_racing,mercedesamgf1,Directed,6471,,,1.0
_i_love_racing,svandoorne,Directed,6472,,,1.0
_i_love_racing,ausgrandprix,Directed,6473,,,1.0
_i_love_racing,oconesteban,Directed,6474,,,1.0
_i_love_racing,forceindiaf1,Directed,6475,,,1.0
_i_love_racing,danielricciardo,Directed,6476,,,1.0
_i_love_racing,c4f1,Directed,6477,,,1.0
noawyne,motorsport,Directed,6478,,,1.0
noawyne,scuderiaferrari,Directed,6479,,,1.0
noawyne,f1,Directed,6480,,,1.0
nycnyc,nycnyc,Directed,6508,,,1.0
nycnyc,scuderiaferrari,Directed,6509,,,1.0
nycnyc,f1,Directed,6510,,,1.0
tigerzx59,scuderiaferrari,Directed,6517,,,1.0
tigerzx59,sebvettelnews,Directed,6518,,,1.0
rc_xtr3m,tigerzx59,Directed,6519,,,1.0
rc_xtr3m,michaelcarus0,Directed,6520,,,1.0
rc_xtr3m,toddkellyracing,Directed,6521,,,1.0
rc_xtr3m,nissan_msport,Directed,6522,,,1.0
rc_xtr3m,scuderiaferrari,Directed,6523,,,1.0
rc_xtr3m,sebvettelnews,Directed,6524,,,1.0
rc_xtr3m,wtf1official,Directed,6525,,,1.0
suhikuwohite,aus_airforce,Directed,6538,,,1.0
suhikuwohite,redbullracing,Directed,6540,,,1.0
suhikuwohite,f1,Directed,6541,,,1.0
suhikuwohite,danielricciardo,Directed,6542,,,1.0
suhikuwohite,scuderiaferrari,Directed,6543,,,1.0
suhikuwohite,nico_rosberg,Directed,6544,,,1.0
f1writers,movistar_f1,Directed,6551,,,1.0
f1writers,f1writers,Directed,6552,,,1.0
monaleeborah,scuderiaferrari,Directed,6556,,,1.0
monaleeborah,f1,Directed,6557,,,1.0
monaleeborah,oconesteban,Directed,6558,,,1.0
monaleeborah,forceindiaf1,Directed,6559,,,1.0
laaficion,schecoperez,Directed,6579,,,1.0
rojasandreaj,schecoperez,Directed,6580,,,1.0
rojasandreaj,laaficion,Directed,6581,,,1.0
rojasandreaj,f1,Directed,6582,,,1.0
francorral711,momentses,Directed,6594,,,1.0
f1latinamerica,f1latinamerica,Directed,6595,,,1.0
francorral711,f1latinamerica,Directed,6596,,,1.0
francorral711,telemetricof1,Directed,6599,,,1.0
francorral711,scuderiaferrari,Directed,6600,,,1.0
corra_davide,corra_davide,Directed,6610,,,1.0
corra_davide,mercedesamgf1,Directed,6611,,,1.0
supersporttv,supersporttv,Directed,6632,,,1.0
deekaysss,supersporttv,Directed,6633,,,1.0
deekaysss,scuderiaferrari,Directed,6634,,,1.0
deekaysss,f1,Directed,6635,,,1.0
1972boro,hondaracingf1,Directed,6640,,,1.0
1972boro,wtf1official,Directed,6641,,,1.0
1972boro,scuderiaferrari,Directed,6642,,,1.0
1972boro,f1,Directed,6643,,,1.0
1972boro,ausgrandprix,Directed,6644,,,1.0
1972boro,svandoorne,Directed,6645,,,1.0
jafbravo,alo_oficial,Directed,6646,,,1.0
jafbravo,carlossainz55,Directed,6647,,,1.0
jafbravo,valtteribottas,Directed,6649,,,1.0
jafbravo,lewishamilton,Directed,6650,,,1.0
joana3028,sebvettelnews,Directed,6658,,,1.0
joana3028,c4f1,Directed,6660,,,1.0
joana3028,mercedesamgf1,Directed,6662,,,1.0
joana3028,oconesteban,Directed,6663,,,1.0
joana3028,svandoorne,Directed,6664,,,1.0
joana3028,lewishamilton,Directed,6665,,,1.0
joana3028,valtteribottas,Directed,6666,,,1.0
joana3028,f1,Directed,6667,,,1.0
joana3028,danielricciardo,Directed,6668,,,1.0
graftechweb,marcoasfalto,Directed,6676,,,1.0
graftechweb,alessandrosala1,Directed,6677,,,1.0
graftechweb,scuderiaferrari,Directed,6679,,,1.0
soymotor,soymotor,Directed,6682,,,1.0
hermibaby,nico_rosberg,Directed,6684,,,1.0
hermibaby,ausgrandprix,Directed,6685,,,1.0
hermibaby,danielricciardo,Directed,6686,,,1.0
f1,scuderiaferrari,Directed,6687,,,1.0
hermibaby,f1,Directed,6688,,,1.0
hermibaby,scuderiaferrari,Directed,6689,,,1.0
hermibaby,valtteribottas,Directed,6690,,,1.0
padanicos,valtteribottas,Directed,6693,,,1.0
padanicos,lewishamilton,Directed,6694,,,1.0
padanicos,skysportf1hd,Directed,6695,,,1.0
