Source;Target;weight
martincandiab;laf1surcanal;1.0
martincandiab;motorlat;1.0
martincandiab;enricotornello;1.0
joanne7r;lewishamilton;1.0
joanne7r;mercedesamgf1;1.0
joanne7r;f1;1.0
profesor_zeta;enricotornello;1.0
profesor_zeta;scuderiaferrari;1.0
profesor_zeta;f1;1.0
nicosmyhusband6;scuderiaferrari;1.0
nicosmyhusband6;f1;1.0
nicosmyhusband6;formulahumor;1.0
bhaskarsingh818;suttonimages;1.0
bhaskarsingh818;lewishamilton;1.0
bhaskarsingh818;mercedesamgf1;1.0
bhaskarsingh818;scuderiaferrari;1.0
bhaskarsingh818;f1;1.0
lucacapvt;sebvettelnews;1.0
lucacapvt;scuderiaferrari;1.0
lucacapvt;mercedesamgf1;1.0
lucacapvt;formulahumor;1.0
ritaaladeen5;scuderiaferrari;1.0
ritaaladeen5;f1;1.0
ritaaladeen5;nico_rosberg;1.0
hadymawasy;f1;1.0
hadymawasy;mercedesamgf1;1.0
hadymawasy;valtteribottas;1.0
matthewnotmatt;f1;1.0
matthewnotmatt;skysportsf1;1.0
matthewnotmatt;scuderiaferrari;1.0
cuscorepublica;scuderiaferrari;1.0
cuscorepublica;f1;1.0
cuscorepublica;max33verstappen;1.0
cuscorepublica;ausgrandprix;1.0
cuscorepublica;valtteribottas;1.0
nrothien;scuderiaferrari;1.0
nrothien;f1;1.0
nrothien;vettel_formel1;1.0
nrothien;sebvettelnews;1.0
charlybrown93;lewishamilton;1.0
charlybrown93;alo_oficial;1.0
charlybrown93;mercedesamgf1;1.0
filhopaulo2012;gianludale27;1.0
filhopaulo2012;ausgrandprix;1.0
_dieciagosto;pieroladisa;1.0
_dieciagosto;dursti85;1.0
_dieciagosto;elisagaggioli;1.0
_dieciagosto;f1;1.0
_dieciagosto;gianludale27;1.0
ashdawson147;ashdawson147;1.0
ashdawson147;wtf1official;1.0
lucasisabella57;scuderiaferrari;1.0
lucasisabella57;f1;1.0
lucasisabella57;enricotornello;1.0
arseniy1980;motorsport;1.0
torillo59;ferrarinelcuore;1.0
torillo59;scuderiaferrari;1.0
torillo59;skysportf1hd;1.0
torillo59;sebvettelnews;1.0
tandarica48;f1;1.0
osorioedgar10;mercedesamgf1;1.0
osorioedgar10;scuderiaferrari;1.0
osorioedgar10;formulahumor;1.0
grandprixfundf1;scuderiaferrari;1.0
grandprixfundf1;mercedesamgf1;1.0
grandprixfundf1;valtteribottas;1.0
alexander_arold;f1;1.0
alexander_arold;scuderiaferrari;1.0
alexander_arold;mercedesamgf1;1.0
alexander_arold;valtteribottas;1.0
23senna;mexicogp;1.0
23senna;f1latinamerica;1.0
23senna;enricotornello;1.0
23senna;scuderiaferrari;1.0
jeseluna8;f1;1.0
dodajpodaj;sebvettelnews;1.0
dodajpodaj;scuderiaferrari;1.0
dodajpodaj;f1;1.0
isabells7;f1writers;1.0
adrysns916;supersporttv;1.0
act_lightning;williamsracing;1.0
act_lightning;hulkhulkenberg;1.0
act_lightning;wtf1official;1.0
act_lightning;massafelipe19;1.0
act_lightning;renaultsportf1;1.0
act_lightning;f1;1.0
act_lightning;lewishamilton;1.0
act_lightning;mercedesamgf1;1.0
chic__cherry;fia;1.0
chic__cherry;scuderiaferrari;1.0
chic__cherry;f1;1.0
chic__cherry;pirellisport;1.0
vitors2000;scuderiaferrari;1.0
vitors2000;f1;1.0
formula1fanzone;formula1fanzone;1.0
yoshua_h;valtteribottas;1.0
yoshua_h;f1;1.0
yoshua_h;danielricciardo;1.0
yoshua_h;oconesteban;1.0
yoshua_h;forceindiaf1;1.0
yoshua_h;svandoorne;1.0
yoshua_h;ausgrandprix;1.0
yoshua_h;scuderiaferrari;1.0
f1hub;f1hub;1.0
wakeupmob;f1hub;1.0
backofthegridf1;deejayone;1.0
deejayone;backofthegridf1;1.0
wakeupmob;deejayone;1.0
wakeupmob;backofthegridf1;1.0
wakeupmob;pirellisport;1.0
wakeupmob;mclarenf1;1.0
wakeupmob;gianludale27;1.0
wakeupmob;f1writers;1.0
wakeupmob;sebvettelnews;1.0
wakeupmob;scuderiaferrari;1.0
wakeupmob;f1;1.0
wakeupmob;scuderia7;1.0
meriuska;lewishamilton;1.0
meriuska;a3formula1;1.0
meriuska;alo_oficial;1.0
meriuska;soymotor;1.0
saetta_mcqueen;soymotor;1.0
_i_love_racing;therealdcf1;1.0
_i_love_racing;scuderiaferrari;1.0
_i_love_racing;f1;1.0
_i_love_racing;valtteribottas;1.0
_i_love_racing;mercedesamgf1;1.0
_i_love_racing;svandoorne;1.0
_i_love_racing;ausgrandprix;1.0
_i_love_racing;oconesteban;1.0
_i_love_racing;forceindiaf1;1.0
_i_love_racing;danielricciardo;1.0
_i_love_racing;c4f1;1.0
noawyne;motorsport;1.0
noawyne;scuderiaferrari;1.0
noawyne;f1;1.0
nycnyc;nycnyc;1.0
nycnyc;scuderiaferrari;1.0
nycnyc;f1;1.0
tigerzx59;scuderiaferrari;1.0
tigerzx59;sebvettelnews;1.0
rc_xtr3m;tigerzx59;1.0
rc_xtr3m;michaelcarus0;1.0
rc_xtr3m;toddkellyracing;1.0
rc_xtr3m;nissan_msport;1.0
rc_xtr3m;scuderiaferrari;1.0
rc_xtr3m;sebvettelnews;1.0
rc_xtr3m;wtf1official;1.0
suhikuwohite;aus_airforce;1.0
suhikuwohite;redbullracing;1.0
suhikuwohite;f1;1.0
suhikuwohite;danielricciardo;1.0
suhikuwohite;scuderiaferrari;1.0
suhikuwohite;nico_rosberg;1.0
f1writers;movistar_f1;1.0
f1writers;f1writers;1.0
monaleeborah;scuderiaferrari;1.0
monaleeborah;f1;1.0
monaleeborah;oconesteban;1.0
monaleeborah;forceindiaf1;1.0
laaficion;schecoperez;1.0
rojasandreaj;schecoperez;1.0
rojasandreaj;laaficion;1.0
rojasandreaj;f1;1.0
francorral711;momentses;1.0
f1latinamerica;f1latinamerica;1.0
francorral711;f1latinamerica;1.0
francorral711;telemetricof1;1.0
francorral711;scuderiaferrari;1.0
corra_davide;corra_davide;1.0
corra_davide;mercedesamgf1;1.0
supersporttv;supersporttv;1.0
deekaysss;supersporttv;1.0
deekaysss;scuderiaferrari;1.0
deekaysss;f1;1.0
1972boro;hondaracingf1;1.0
1972boro;wtf1official;1.0
1972boro;scuderiaferrari;1.0
1972boro;f1;1.0
1972boro;ausgrandprix;1.0
1972boro;svandoorne;1.0
jafbravo;alo_oficial;1.0
jafbravo;carlossainz55;1.0
jafbravo;valtteribottas;1.0
jafbravo;lewishamilton;1.0
joana3028;sebvettelnews;1.0
joana3028;c4f1;1.0
joana3028;mercedesamgf1;1.0
joana3028;oconesteban;1.0
joana3028;svandoorne;1.0
joana3028;lewishamilton;1.0
joana3028;valtteribottas;1.0
joana3028;f1;1.0
joana3028;danielricciardo;1.0
graftechweb;marcoasfalto;1.0
graftechweb;alessandrosala1;1.0
graftechweb;scuderiaferrari;1.0
soymotor;soymotor;1.0
hermibaby;nico_rosberg;1.0
hermibaby;ausgrandprix;1.0
hermibaby;danielricciardo;1.0
f1;scuderiaferrari;1.0
hermibaby;f1;1.0
hermibaby;scuderiaferrari;1.0
hermibaby;valtteribottas;1.0
padanicos;valtteribottas;1.0
padanicos;lewishamilton;1.0
padanicos;skysportf1hd;1.0
