id;label;timeset;followed;followers;tweets;favorites;time zone;modularity_class
sideslick;sideslick;;106;43;3852;7840;Pacific Time (US & Canada);0
bernalux;bernalux;;98;43;734;13;Rome;0
nina_ninass16;nina_ninass16;;161;42;323;215;;0
protiereclaude;protiereclaude;;179;42;1915;3311;;7
alessiolotito1;alessiolotito1;;22;42;17584;16207;;0
louburns;louburns;;246;42;562;226;;0
v1ad3t0;v1ad3t0;;59;42;293;6;;0
bermudezfredid;bermudezfredid;;69;42;10775;34;;0
xavier_deprez;xavier_deprez;;140;42;377;20;Central Time (US & Canada);0
jeffjans12;jeffjans12;;143;42;605;3092;;0
louispursey;louispursey;;42;42;109;89;;0
automobilclubce;automobilclubce;;271;42;125;38;;0
hungrychefs;hungrychefs;;220;42;715;467;Quito;0
avilalarriva;avilalarriva;;131;42;2185;168;;0
xavimr85;xavimr85;;306;42;1346;441;;0
mikegr74;mikegr74;;290;42;302;213;Adelaide;0
lallo46;lallo46;;384;42;1242;427;;0
f1fanspitstop;f1fanspitstop;;37;41;1025;2318;;0
__caterpillar__;__caterpillar__;;75;41;557;12;Volgograd;0
kitapastipernah;kitapastipernah;;62;41;736;5;Pacific Time (US & Canada);0
ayokita2;ayokita2;;78;41;967;1;Pacific Time (US & Canada);0
yezybonilla;yezybonilla;;67;41;921;132;Hawaii;0
robsonrsouza;robsonrsouza;;220;41;282;101;;0
simong_96;simong_96;;208;41;2546;1226;Berlin;0
marcfer29;marcfer29;;95;41;410;246;;0
enginer_z;enginer_z;;22;41;1080;177;London;0
danstroh64;danstroh64;;96;41;139;52;;0
hondaebest;hondaebest;;66;41;5420;1165;;0
a_volpe995;a_volpe995;;467;41;1087;433;;0
arola78;arola78;;53;41;230;87;;0
complexsubplot;complexsubplot;;262;41;12706;1653;London;0
sakisvaleras;sakisvaleras;;94;41;409;15;Athens;0
g_lelli;g_lelli;;153;41;755;337;Pacific Time (US & Canada);0
marcvandeelen16;marcvandeelen16;;71;40;509;715;Pacific Time (US & Canada);0
alexalex440;alexalex440;;24;40;712;1;;0
renata55207670;renata55207670;;128;40;2491;2013;;3
selalutaumusik;selalutaumusik;;49;40;369;5;Pacific Time (US & Canada);0
claudiodepietro;claudiodepietro;;122;40;3907;1229;;0
rbewards65;rbewards65;;202;40;1178;868;;0
jcferrer1493;jcferrer1493;;197;40;8193;1223;;0
yumidigi;yumidigi;;462;40;17;61;;0
zona_formula1;zona_formula1;;149;40;337;31;;0
jes9984;jes9984;;201;40;442;2821;Eastern Time (US & Canada);0
marianoreynes;marianoreynes;;108;40;2251;1271;Buenos Aires;0
justkaz16;justkaz16;;148;40;441;33;London;0
pp_acosta_r;pp_acosta_r;;291;40;1308;17;Mexico City;0
negrodigiacomo;negrodigiacomo;;307;40;485;2411;;0
stelvio_tahiru;stelvio_tahiru;;46;40;317;127;;2
felipeferrari19;felipeferrari19;;95;40;1922;6127;;5
tempraton24hai;tempraton24hai;;58;40;14618;6036;Tokyo;0
ebonyflora;ebonyflora;;0;40;65;172;;0
justhertz;justhertz;;102;40;2287;2397;Nairobi;0
francesco0374;francesco0374;;71;39;302;79;Rome;0
robertoregalad;robertoregalad;;172;39;5300;1;Buenos Aires;5
simonward67;simonward67;;138;39;988;81;;0
louisappleyard;louisappleyard;;292;39;36;773;;0
magari10;magari10;;158;39;701;1100;;0
tomberesnyak;tomberesnyak;;107;39;439;193;Eastern Time (US & Canada);0
mauro4959;mauro4959;;81;39;673;1550;;0
txelori;txelori;;77;39;2591;9477;;0
ba0ac1bc263e401;ba0ac1bc263e401;;131;39;39;106;;0
bubu230976;bubu230976;;134;39;1488;504;;0
v36317;v36317;;219;39;235;757;;0
onlyusernotused;onlyusernotused;;107;38;181;43;;0
willouz77;willouz77;;156;38;3089;165;;0
bgaming342;bgaming342;;130;38;410;30;London;0
breakdownlow;breakdownlow;;248;38;1987;191;Bern;0
grimaldines;grimaldines;;82;38;746;615;Paris;0
claudiotriplete;claudiotriplete;;231;38;641;373;Rome;0
mephisto_cln;mephisto_cln;;180;38;738;183;Brasilia;0
kakoidee;kakoidee;;316;38;1395;0;Pacific Time (US & Canada);0
jmbfjorge;jmbfjorge;;80;38;3226;19;;0
josepbeni;josepbeni;;221;38;62;135;Madrid;0
carinagrusevska;carinagrusevska;;164;38;891;751;Riga;0
glorybr8;glorybr8;;50;38;2052;4514;;0
hoggarthevelyn;hoggarthevelyn;;64;38;8222;3;Mexico City;0
goorootrader;goorootrader;;221;38;426;1589;Pacific Time (US & Canada);0
michaelbobak;michaelbobak;;40;38;5611;14;Pacific Time (US & Canada);0
funkyfinners;funkyfinners;;71;38;352;783;;0
aballivian;aballivian;;105;37;1576;2820;La Paz;0
therealbmf1;therealbmf1;;94;37;104;62;;0
sam_a92;sam_a92;;62;37;131;33;;0
bruno_b097;bruno_b097;;34;37;1039;1121;;0
vickytruman;vickytruman;;121;37;259;245;Amsterdam;0
rossi1_silvia;rossi1_silvia;;311;37;336;10;;0
acachu_droid;acachu_droid;;119;37;3187;113;Madrid;0
joaovitorg11;joaovitorg11;;91;37;159;187;;0
_cocainecoupe;_cocainecoupe;;99;37;3437;2873;Eastern Time (US & Canada);0
albertobelliabc;albertobelliabc;;208;37;41;2;Amsterdam;0
danwiggo;danwiggo;;199;37;52;58;;0
nthoedipus;nthoedipus;;115;37;1165;3773;;0
dastanaezindagi;dastanaezindagi;;91;37;9;0;;0
jussihelin;jussihelin;;124;37;1307;241;;0
yarafidalgo;yarafidalgo;;169;36;3635;1147;;0
mnl_smn;mnl_smn;;141;36;958;506;Athens;0
trbu56;trbu56;;298;36;5121;31;;5
rohitsejekan;rohitsejekan;;129;36;36;4;Pacific Time (US & Canada);0
zub1111;zub1111;;85;36;491;519;;0
lildon_weezy;lildon_weezy;;89;36;486;150;;0
osorioedgar10;osorioedgar10;;22;36;1041;1073;Mountain Time (US & Canada);2
weikai615;weikai615;;58;36;5101;869;Beijing;0
abhishekgautamg;abhishekgautamg;;68;36;935;4;New Delhi;0
satanalot;satanalot;;215;36;443;608;;0
letyarm;letyarm;;162;36;799;115;Midway Island;0
marylou9598;marylou9598;;58;35;2546;2622;;0
evitab_4;evitab_4;;185;35;336;1108;;0
marlbromagic;marlbromagic;;147;35;25;5;;0
patricialysk;patricialysk;;125;35;70;173;Edinburgh;0
lumberingwolf;lumberingwolf;;124;35;131;3162;Pacific Time (US & Canada);0
monaleeborah;monaleeborah;;198;35;179;434;;5
forjustce;forjustce;;118;35;780;1080;Istanbul;0
gonzarega;gonzarega;;177;35;237;309;Amsterdam;0
mapuxpohqvrc3bp;mapuxpohqvrc3bp;;74;35;136;23;;0
footmyster_fc;footmyster_fc;;54;35;222;350;London;0
f1_ds16;f1_ds16;;30;35;1578;410;;0
merce;merce;;6;34;0;0;;0
marcossantos_26;marcossantos_26;;118;34;266;13;;0
makiavhelo;makiavhelo;;204;34;853;776;;0
markel_tyler;markel_tyler;;238;34;42;11;;2
realsimonmark;realsimonmark;;22;34;1440;32;Pacific Time (US & Canada);0
mag4105;mag4105;;621;34;20120;24642;Paris;0
francovicente4;francovicente4;;54;34;3411;290;;7
richgarciav;richgarciav;;102;34;3461;310;Mexico City;0
fenstenselfie;fenstenselfie;;111;34;254;105;;0
ovione88;ovione88;;56;34;3884;3514;;0
maxcorinzia;maxcorinzia;;400;34;573;1562;;0
taitanikt;taitanikt;;251;34;4113;69;Muscat;5
photizzle;photizzle;;35;34;192;7;;0
paulkitto;paulkitto;;82;33;408;123;;6
kcastrejon04;kcastrejon04;;151;33;1088;1298;;0
ic_pro_en;ic_pro_en;;0;33;641;1;;0
grizlie7;grizlie7;;93;33;1327;727;;0
lapalitos8;lapalitos8;;242;33;1064;1061;Pacific Time (US & Canada);0
reghv;reghv;;134;33;2185;11;;0
marole10;marole10;;348;33;5843;632;Central Time (US & Canada);0
jlfleo;jlfleo;;276;33;110;171;Buenos Aires;0
sirdavidgomez_;sirdavidgomez_;;133;33;548;2192;;0
dyoungone;dyoungone;;135;33;282;87;London;0
j_morris180;j_morris180;;129;33;238;300;London;0
feralkor;feralkor;;365;33;66;48;;0
dankrdoso;dankrdoso;;62;33;1793;1285;;0
mjamesharris72;mjamesharris72;;233;33;389;416;;0
raffa46go;raffa46go;;68;33;160;741;;0
melif1;melif1;;42;33;1028;2559;Paris;0
fanatica37;fanatica37;;102;33;5081;2426;Athens;0
rfosterjohnston;rfosterjohnston;;78;32;93;60;;0
giolongo98;giolongo98;;182;32;36;94;;0
puntode_penalti;puntode_penalti;;445;32;36;0;Dublin;0
harris_dave;harris_dave;;105;32;364;111;Eastern Time (US & Canada);0
marcelsfkrbl;marcelsfkrbl;;97;32;1718;881;;0
klughertzfranck;klughertzfranck;;112;32;1291;2964;Paris;0
o_dmitr;o_dmitr;;30;32;575;281;Moscow;0
loidemario;loidemario;;92;32;235;212;Belgrade;0
letsgorace;letsgorace;;41;32;201;6;Berlin;0
barugoldmann;barugoldmann;;112;32;1101;3926;Berlin;0
ex_family0121;ex_family0121;;123;32;3778;467;;0
georgebroaddus;georgebroaddus;;24;32;638;5707;;0
miguicazorla7;miguicazorla7;;189;32;60;51;;0
fighterxhd;fighterxhd;;100;32;930;2304;;0
alexcod12;alexcod12;;97;32;608;688;;0
sandreamy_;sandreamy_;;53;32;207;53;Pacific Time (US & Canada);0
clemandrade;clemandrade;;40;32;5281;52;;0
cr711711;cr711711;;286;32;79660;82483;;0
oggini_;oggini_;;192;32;642;592;Bern;0
herni_ave;herni_ave;;135;31;1417;116;Mexico City;0
odaarksoul_;odaarksoul_;;279;31;270;229;Pacific Time (US & Canada);3
bbruno08;bbruno08;;89;31;307;1358;America/New_York;0
vxrmarkthorne;vxrmarkthorne;;148;31;113;9;;0
don_el_jnr;don_el_jnr;;162;31;241;13;;0
eulogon;eulogon;;110;31;5875;2231;;0
mikehondaboy;mikehondaboy;;183;31;123;235;;0
ferhatk34537262;ferhatk34537262;;156;31;1833;532;;0
adreyesza;adreyesza;;86;31;1616;723;Lima;0
frezedamien;frezedamien;;238;31;311;0;;0
finleynelson13;finleynelson13;;126;31;31;125;;0
portalwebperu;portalwebperu;;132;31;120;70;Pacific Time (US & Canada);3
alxsid;alxsid;;197;31;1079;1219;Mexico City;0
artemiy4;artemiy4;;133;31;881;52;;0
abdulkadirrabi7;abdulkadirrabi7;;29;31;436;4;;0
pidotem;pidotem;;105;31;38;106;Rome;0
rodeur75;rodeur75;;96;31;1888;359;;0
snktheone;snktheone;;88;31;850;13;;2
marinolucian;marinolucian;;129;31;190;18;;0
marcomanenti3;marcomanenti3;;71;30;365;30;;0
lucacons;lucacons;;119;30;1815;2591;;0
johannhenning;johannhenning;;80;30;168;9;Pretoria;0
simonebocs;simonebocs;;213;30;247;447;Pacific Time (US & Canada);0
williams_frazer;williams_frazer;;120;30;30;26;;0
danielandlewis;danielandlewis;;162;30;3204;827;;0
distandrea;distandrea;;111;30;1420;54;;2
ivanazeballosso;ivanazeballosso;;101;30;189;4243;;0
eldebonaire;eldebonaire;;173;30;211;15;London;0
po_sti;po_sti;;61;30;301;75;Rome;0
mattiacorti21;mattiacorti21;;83;30;1539;1501;;2
itkc2;itkc2;;127;30;79;658;;0
christophes81;christophes81;;135;30;434;22;;0
safa_eb;safa_eb;;43;29;120;59;;0
ed_hanan;ed_hanan;;255;29;494;274;;0
ein_junge;ein_junge;;73;29;757;682;;0
senasiwview;senasiwview;;119;29;866;599;;0
debisy24;debisy24;;107;29;492;16;;0
heehee_hoo;heehee_hoo;;94;29;412;632;;0
theshimassi;theshimassi;;95;29;775;174;London;0
mitschkekai;mitschkekai;;182;29;917;3751;Berlin;0
ferranp46;ferranp46;;78;29;308;149;Brussels;0
krloscm_;krloscm_;;153;29;2652;16;;0
gulyaspetter;gulyaspetter;;44;29;1158;686;Budapest;0
angkatopodis;angkatopodis;;69;29;20;100;;0
curvadilesmo;curvadilesmo;;73;29;1625;711;;0
nicosmyhusband6;nicosmyhusband6;;254;29;41;1255;;2
allegrettitonio;allegrettitonio;;153;29;3609;5847;;0
randy_balzan;randy_balzan;;166;29;1185;270;;0
tania_alejandr4;tania_alejandr4;;406;29;108;337;;0
_opsth;_opsth;;170;29;122;22;;0
rattlesix;rattlesix;;54;29;3026;470;;0
talcacontigo;talcacontigo;;82;28;662;6;Pacific Time (US & Canada);0
broom_tish;broom_tish;;55;28;2390;1045;;0
chronchrome;chronchrome;;168;28;4902;20519;Dublin;0
tekkenfaneeedzi;tekkenfaneeedzi;;94;28;813;1568;;0
redf1gp;redf1gp;;149;28;104;36;Pacific Time (US & Canada);0
thomas96959215;thomas96959215;;92;28;3;11;;0
eterkani;eterkani;;172;28;72;100;;0
flierfox2;flierfox2;;184;28;354;300;;0
zein1701;zein1701;;107;28;5225;0;;0
maverick_pulkit;maverick_pulkit;;145;28;144;70;Pacific Time (US & Canada);0
adolfo_soli;adolfo_soli;;211;27;1871;2474;;0
pepodepablo;pepodepablo;;78;27;18;10;;0
subetodo1;subetodo1;;353;27;1321;1353;;0
motosportlive;motosportlive;;110;27;54;126;;0
sal_saliko;sal_saliko;;111;27;112;450;;0
marlingamz;marlingamz;;48;27;59;173;;0
nat_ocampo;nat_ocampo;;292;27;415;60;Central Time (US & Canada);0
sethzyo;sethzyo;;139;27;360;202;;0
mmguzg;mmguzg;;131;27;271;555;;0
mariaangulog50;mariaangulog50;;61;27;1270;17;;0
magnade;magnade;;82;27;984;90;;0
parlelex;parlelex;;335;27;33;63;;0
fc833091378e4ee;fc833091378e4ee;;131;27;842;845;;0
mura72claudia;mura72claudia;;41;27;1659;966;;0
miguelantant;miguelantant;;177;27;13;7;;0
srinivaskumarg3;srinivaskumarg3;;166;27;192;247;;0
texoncemerio;texoncemerio;;67;27;637;6;;0
eatoughh;eatoughh;;88;27;52;40;;0
evgenijakomiss2;evgenijakomiss2;;107;26;411;47;Pacific Time (US & Canada);0
fitsahats;fitsahats;;49;26;1253;5;Jakarta;0
custombeds4you;custombeds4you;;160;26;286;33;London;0
dijkers_elles;dijkers_elles;;64;26;4207;462;;0
norj70;norj70;;61;26;248;6;;0
papamistof1;papamistof1;;174;26;56;117;;0
sararealfonso;sararealfonso;;49;26;46;88;Rome;0
annam_46;annam_46;;215;26;543;2328;;0
imthebatmax;imthebatmax;;725;26;236;284;Rome;0
heli2city;heli2city;;59;26;334;274;Pacific Time (US & Canada);0
bobuk1952;bobuk1952;;18;26;1925;6;Edinburgh;0
monmbat;monmbat;;87;26;59;78;;0
gerbertsofia;gerbertsofia;;251;25;259;1070;;0
_andrefrank_;_andrefrank_;;109;25;177;65;;0
aimarthing;aimarthing;;14;25;7243;6721;;0
nicotreve;nicotreve;;201;25;86;134;;0
cesarvalero98;cesarvalero98;;78;25;2199;10;;0
leonor3105;leonor3105;;65;25;488;34;Pacific Time (US & Canada);0
mfederici6;mfederici6;;107;25;42;28;;0
volosch_wangeth;volosch_wangeth;;221;25;9;3;;0
ienogabriel;ienogabriel;;26;25;200;510;;0
sftifosigr1;sftifosigr1;;217;25;1389;1451;;8
mshasan343;mshasan343;;122;25;22;26;;0
michael64b;michael64b;;135;25;229;169;Eastern Time (US & Canada);0
y_yuki75;y_yuki75;;56;25;913;12;Tokyo;0
megan_rannard;megan_rannard;;75;25;1299;4239;;0
cpt_patchy;cpt_patchy;;69;25;204;126;Wellington;0
speed_prints;speed_prints;;258;24;29;1;;0
jonaedojon;jonaedojon;;108;24;328;204;;0
limuzhou0908;limuzhou0908;;112;24;5241;552;;0
ariigran1;ariigran1;;123;24;80;149;;0
maui27575;maui27575;;232;24;1517;827;;2
romancehour;romancehour;;0;24;1070;6;Pacific Time (US & Canada);0
mencaripemimpin;mencaripemimpin;;76;24;616;6;Pacific Time (US & Canada);0
denistadtaev;denistadtaev;;101;24;665;2959;;0
thetechdork;thetechdork;;52;24;2354;1959;Mountain Time (US & Canada);0
emmassymphony;emmassymphony;;136;24;880;254;Ljubljana;0
badrham3;badrham3;;4;24;654;13;;0
abraham_rosi;abraham_rosi;;297;24;3;6;;0
alertattenpas;alertattenpas;;102;24;259;83;;0
fakeredakteur;fakeredakteur;;103;24;2859;0;Pacific Time (US & Canada);0
sofia_rios03;sofia_rios03;;180;24;379;1003;;0
cluming;cluming;;77;24;8655;22682;Singapore;0
f1marcucci;f1marcucci;;174;23;336;531;Pacific Time (US & Canada);0
doncossackd;doncossackd;;41;23;185;56;Dublin;0
uaq2kw1wbwydemg;uaq2kw1wbwydemg;;51;23;833;798;;0
joslumugi;joslumugi;;127;23;100;32;;0
dwikoramedia;dwikoramedia;;113;23;8490;6;;0
lupichu5;lupichu5;;88;23;377;707;;0
cartoon_moon;cartoon_moon;;120;23;458;278;;0
esekubrick;esekubrick;;95;23;846;929;;0
pretschsven;pretschsven;;198;23;913;1212;;0
luchosk1w4lk3r;luchosk1w4lk3r;;169;23;1033;650;;0
markpezzella;markpezzella;;119;23;106;63;Amsterdam;0
f1_chris;f1_chris;;121;23;2321;9;Pretoria;0
charliemayorga;charliemayorga;;70;23;2703;1585;Central America;0
elvicens;elvicens;;49;23;223;49;;0
shwimp1138;shwimp1138;;119;23;5684;89;Paris;7
corinnefontain3;corinnefontain3;;111;22;358;834;;0
marinabestetti;marinabestetti;;55;22;62;55;Pacific Time (US & Canada);0
marcoauriti;marcoauriti;;24;22;461;13;Mountain Time (US & Canada);0
niall_o87;niall_o87;;55;22;1701;30;;6
rahal_122;rahal_122;;203;22;31;18;;0
boyuanum;boyuanum;;137;22;73;254;Pacific Time (US & Canada);0
suhikuwohite;suhikuwohite;;43;22;611;668;;4
jgarces95;jgarces95;;79;22;481;1700;;0
twittness3;twittness3;;75;22;7529;0;;0
cyruscyrus89;cyruscyrus89;;124;22;437;54;;0
cates_97;cates_97;;98;22;168;229;;3
360_snk;360_snk;;47;22;646;29;;0
klay_sports;klay_sports;;385;22;265;17;;0
daniel23_devil;daniel23_devil;;160;21;142;600;;0
mieipeirettia;mieipeirettia;;120;21;115;96;;0
paolillvincenzo;paolillvincenzo;;42;21;145;754;;0
frazerwiddowson;frazerwiddowson;;29;21;18;13;Pacific Time (US & Canada);0
f1love1;f1love1;;44;21;15;19;;0
joseotero773;joseotero773;;218;21;219;407;;0
arjsbiths;arjsbiths;;465;21;800;2958;;0
imachinelego;imachinelego;;178;21;307;346;;0
ocroh7eeqdct5xk;ocroh7eeqdct5xk;;189;21;358;422;;0
jafbravo;jafbravo;;21;21;1715;5;Madrid;2
newseffe1;newseffe1;;14;21;14;2;;0
zhelezny;zhelezny;;20;21;1136;598;Novosibirsk;0
sergioas2t;sergioas2t;;12;21;16;14;;0
kushnir_max;kushnir_max;;27;21;1321;258;Kyiv;0
nayangamanda;nayangamanda;;49;21;658;399;;0
eusouromerio;eusouromerio;;151;21;335;523;;0
itimi3533;itimi3533;;71;20;617;199;;0
arun_kannu;arun_kannu;;176;20;141;89;;0
berch_7;berch_7;;130;20;280;262;;2
danielapili5;danielapili5;;67;20;554;60;;2
ramzymd;ramzymd;;159;20;43;258;Kuwait;0
natalie_f80;natalie_f80;;40;20;219;1059;;0
martomoron;martomoron;;312;20;17;301;;0
partenico;partenico;;60;20;910;51;;0
apieronczyk80;apieronczyk80;;109;20;190;89;Warsaw;0
nanchomicah;nanchomicah;;100;20;512;77;;0
lebishh;lebishh;;65;20;56;121;;0
viveksomvanshi;viveksomvanshi;;69;20;17;18;Chennai;0
eliaslauda;eliaslauda;;97;19;81;199;;7
unvoni4r7pa6ujk;unvoni4r7pa6ujk;;52;19;853;756;;0
scoutrider2002;scoutrider2002;;90;19;228;7547;;0
messieterno;messieterno;;55;19;1044;114;;7
hvhso8gkzxc0yia;hvhso8gkzxc0yia;;40;19;846;676;;0
tw_sergiofarias;tw_sergiofarias;;104;19;147;187;Brasilia;0
naveen_kotian33;naveen_kotian33;;17;19;140;1252;Chennai;0
yuki911488;yuki911488;;74;19;43;3;;0
randomdude1155;randomdude1155;;236;19;9350;27;Pacific Time (US & Canada);0
mwal;mwal;;85;19;3;0;Amsterdam;0
nvpuri47;nvpuri47;;242;19;573;10;Chennai;0
red_baron_2000;red_baron_2000;;47;19;309;39;Kyiv;0
masterofmyseas;masterofmyseas;;89;18;1048;467;Pacific Time (US & Canada);0
dead_d1mond1;dead_d1mond1;;11;18;207;747;Pacific Time (US & Canada);0
francescobolog5;francescobolog5;;147;18;110;2;Rome;0
yodadavys;yodadavys;;32;18;65;36;;0
scuderiaatom;scuderiaatom;;88;18;266;569;;0
henstrikepower;henstrikepower;;149;18;488;2723;;0
aminoruffrider;aminoruffrider;;30;18;217;636;;0
eodejandarme;eodejandarme;;179;18;144;182;;0
qln3dcwifbczkwo;qln3dcwifbczkwo;;187;18;327;350;;0
f1__predictor;f1__predictor;;53;18;7;0;Athens;0
dribbel2013;dribbel2013;;67;18;536;221;Pacific Time (US & Canada);0
rachphilippa;rachphilippa;;75;18;36;24;GMT;0
rapidium936;rapidium936;;82;18;3547;303;;0
saffroel;saffroel;;49;18;201;29;Jakarta;0
g_m167;g_m167;;61;18;464;1507;;0
vsbt1;vsbt1;;258;18;268;450;;0
enriquestewart8;enriquestewart8;;122;17;1208;60;;0
jimmyz2025;jimmyz2025;;42;17;44;118;;0
redemacuco;redemacuco;;77;17;312;442;Pacific Time (US & Canada);0
lukered88;lukered88;;73;17;239;202;;0
elizabethvelz14;elizabethvelz14;;34;17;1870;2974;;0
spacenry;spacenry;;65;17;28;12;;0
luigi_vando;luigi_vando;;18;17;114;14;;0
mooncka;mooncka;;261;17;293;11;Quito;0
elboty305;elboty305;;41;17;34;116;;0
mike_skeer;mike_skeer;;48;17;101;30;;0
reneewalter395;reneewalter395;;218;17;53;0;;0
reidofuteboool;reidofuteboool;;162;17;67;0;;0
juanpbasso1;juanpbasso1;;14;17;467;692;;0
icmwonqb39;icmwonqb39;;296;17;888;14;;0
jokewaijer;jokewaijer;;40;17;118;81;;0
loinicolaloi2;loinicolaloi2;;187;16;44;7;;0
pedru06;pedru06;;58;16;80;163;;0
anwarsheeraz786;anwarsheeraz786;;255;16;461;33;;0
kymkmmm;kymkmmm;;0;16;136;117;;0
moschettalucas;moschettalucas;;33;16;519;466;;3
ramnen;ramnen;;19;16;213;0;Moscow;0
gcysmziu6mqmb0f;gcysmziu6mqmb0f;;43;16;778;758;;0
kevbrunton88;kevbrunton88;;173;16;7;11;;0
martinofin;martinofin;;100;16;208;33;Athens;0
frank_rousso;frank_rousso;;19;16;59;272;;0
bailo18lorena;bailo18lorena;;25;16;2114;276;;2
giacomodjotto;giacomodjotto;;73;16;334;195;;0
francescoparl;francescoparl;;117;16;231;160;;0
genco77;genco77;;25;16;45;27;;0
mary_me67;mary_me67;;21;16;487;1589;Amsterdam;0
hqzztzo7cdlgums;hqzztzo7cdlgums;;190;16;360;448;;0
kevin_ranka;kevin_ranka;;131;16;184;740;;0
bowbow0607;bowbow0607;;9;16;3295;0;;0
serycas;serycas;;102;16;187;165;Pacific Time (US & Canada);2
valldeby;valldeby;;85;16;69;1;Stockholm;0
aly31138716;aly31138716;;122;15;66;415;;0
hendaru18;hendaru18;;121;15;71;127;;0
h_castillo79;h_castillo79;;65;15;49;1;;0
amakarim;amakarim;;31;15;282;208;;0
alessandra_fuse;alessandra_fuse;;45;15;72;629;;0
gabrielmilioto;gabrielmilioto;;216;15;182;64;;0
colon1981angel;colon1981angel;;31;15;216;1086;;0
rodrigopablopot;rodrigopablopot;;117;15;2276;1290;Brasilia;0
ayman_gambit;ayman_gambit;;63;15;155;107;;0
laguayo98;laguayo98;;127;15;147;169;;0
julianulloarozo;julianulloarozo;;201;15;89;117;;0
sopattaya;sopattaya;;60;15;243;237;;0
mvgoval;mvgoval;;193;15;11;103;Madrid;0
chef_franky_;chef_franky_;;57;15;3;75;;0
pratmech;pratmech;;84;15;22;3;New Delhi;5
crazyboy_edm;crazyboy_edm;;104;15;2886;232;Seoul;0
sjxjrx291;sjxjrx291;;293;15;908;18;;0
seby_bastian;seby_bastian;;29;15;521;10;;6
olivianeri79;olivianeri79;;150;15;16;1;;0
inesburgat;inesburgat;;136;14;10;367;;0
anastaasiyahim1;anastaasiyahim1;;28;14;373;305;Pacific Time (US & Canada);0
vinimorettin;vinimorettin;;78;14;37;90;;0
vettel1515;vettel1515;;86;14;1094;1376;;0
donauwellegrace;donauwellegrace;;52;14;1607;328;;0
grant1888_angus;grant1888_angus;;117;14;138;773;;0
ecoboost66;ecoboost66;;219;14;5237;5751;Eastern Time (US & Canada);0
rubenda7528;rubenda7528;;109;14;66;26;;0
sunlandprkalfa;sunlandprkalfa;;54;14;3;0;;0
tweetsmotorbike;tweetsmotorbike;;33;14;1723;6;;0
canaya43;canaya43;;73;14;22;60;;0
fanmailjs;fanmailjs;;199;14;251;1111;;0
cluferrari;cluferrari;;63;14;233;2933;;0
31take;31take;;61;14;489;362;;0
mcass1973;mcass1973;;59;14;334;82;;0
david_espagnaa;david_espagnaa;;59;14;109;17;Paris;0
petr72svoboda;petr72svoboda;;104;14;199;211;Athens;0
jibu_joseph;jibu_joseph;;20;13;6;6;;0
jaageri;jaageri;;41;13;1224;1988;Helsinki;0
lucaulivelli76;lucaulivelli76;;186;13;102;51;;0
maffe75;maffe75;;67;13;199;347;;0
abhis_shakes;abhis_shakes;;59;13;48;236;;0
claudiorenon;claudiorenon;;147;13;82;117;;0
paijogeblex;paijogeblex;;149;13;385;42;;0
betssonger;betssonger;;187;13;136;182;Pacific Time (US & Canada);0
alexia_88;alexia_88;;89;13;166;31;Athens;0
felipemmontero;felipemmontero;;87;13;28;16;;0
xoxoohl_947;xoxoohl_947;;66;13;4718;648;Pacific Time (US & Canada);0
ctcpohpseuyun1c;ctcpohpseuyun1c;;183;13;334;486;;0
conradbucton;conradbucton;;15;13;1777;545;Pacific Time (US & Canada);0
exapartes;exapartes;;80;13;332;12;;0
josecarlosven11;josecarlosven11;;55;13;333;2549;;0
slims_89;slims_89;;85;13;15;26;Paris;0
gpapistulos;gpapistulos;;20;13;59;78;;0
simonelaselva73;simonelaselva73;;40;13;297;351;;0
lili_show_3;lili_show_3;;97;13;966;335;Tokyo;0
sister_time;sister_time;;113;13;343;57;Pacific Time (US & Canada);0
bakaksk29;bakaksk29;;205;13;885;15;;0
wil_mactavish;wil_mactavish;;38;12;1431;358;Pacific Time (US & Canada);0
nigcross;nigcross;;73;12;1656;992;;0
blooddex;blooddex;;36;12;224;6;;0
jvainala;jvainala;;52;12;31;46;;0
bondober;bondober;;41;12;960;1531;;0
lellilorenzo5;lellilorenzo5;;39;12;162;8004;Pacific Time (US & Canada);2
hhshaharea;hhshaharea;;151;12;38;28;Pacific Time (US & Canada);0
jeu9g2k8pvdw9lo;jeu9g2k8pvdw9lo;;146;12;281;301;;0
