type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_user_152605961465739	152605961465739_752439938149002	https://www.facebook.com/152605961465739/posts/752439938149002	"Desde Lobras"	https://scontent.xx.fbcdn.net/v/t1.0-0/q81/s130x130/10339544_557532441035972_5857520009041612411_n.jpg?oh=01d408f70a915a40e57941f242b65bfc&oe=59BC9CD9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10339544_557532441035972_5857520009041612411_n.jpg?oh=de445dc55febbc3d3b40dc0e9d091ef1&oe=59BE9398	https://www.facebook.com/photo.php?fbid=557532441035972&set=gm.752439938149002&type=3	facebook.com	2014-08-06T21:12:28+0000	1407359548	"2014-08-06 23:12:28"	39	0	39	4	43	0	0	0	0	0	36	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_750715568321439	https://www.facebook.com/152605961465739/posts/750715568321439		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1660814_10202547815517683_8713891865591043219_n.jpg?oh=9d2165b1bb582b38d826a558daa9d5b9&oe=598BD9BF	https://scontent.xx.fbcdn.net/v/t1.0-9/1660814_10202547815517683_8713891865591043219_n.jpg?oh=c023590da9ff7d2b51b5b2f752af95a2&oe=5973FCD4	https://www.facebook.com/photo.php?fbid=10202547815517683&set=gm.750715568321439&type=3	facebook.com	2014-08-03T16:01:31+0000	1407081691	"2014-08-03 18:01:31"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_750697591656570	https://www.facebook.com/152605961465739/posts/750697591656570	"Hoy somos 114 años en Lobras nació Antonio Monteoliva Serafim Lopes  hijo de José Matías Monteoliva Serafín y Maria Lopes Esperanza Cruz  llegó a Brasil de la ciudad de Atibaia  Estado de Sao Paulo  donde una gran cantidad de trabajo formó una familia de once hijos  María Serafim  Esperanza  Ana  José  Francisco  Antonio  Encarnación (mi madre)  Julio  Diego y Juan  Mi abuelo vivió hasta 24 de agosto 1968.onde todo lo que es mi abuelo  que en paz descanse.  Un fuerte abrazo a todos los familiares Monteoliva  y no vamos a dejar morir nuestras raíces."					2014-08-03T15:21:35+0000	1407079295	"2014-08-03 17:21:35"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_748157345243928	https://www.facebook.com/152605961465739/posts/748157345243928	"Lobras esta tarde"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/10247410_553407178115165_4802379644562035134_n.jpg?oh=d414eabe239875586f9f34697b254bba&oe=5978FDCE	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10247410_553407178115165_4802379644562035134_n.jpg?oh=d1514bab99bf84b3a50ad3a10253bbc4&oe=59C061F1	https://www.facebook.com/photo.php?fbid=553407178115165&set=gm.748157345243928&type=3	facebook.com	2014-07-29T20:40:42+0000	1406666442	"2014-07-29 22:40:42"	26	1	26	3	30	1	1	0	1	0	25	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_742353472490982	https://www.facebook.com/152605961465739/posts/742353472490982	"¿Quién se apunta?"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10527409_640204599420992_8988316017317695052_n.jpg?oh=0fd9c235bb600d76f0d0bc74bc59b603&oe=59763C6F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10527409_640204599420992_8988316017317695052_n.jpg?oh=7f69d1f48a2929712305f99c8580e5fd&oe=598B5990	https://www.facebook.com/photo.php?fbid=640204599420992&set=gm.742353472490982&type=3	facebook.com	2014-07-19T16:45:34+0000	1405788334	"2014-07-19 18:45:34"	19	5	19	5	29	5	5	0	7	0	19	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_741113839281612	https://www.facebook.com/152605961465739/posts/741113839281612	https://www.facebook.com/photo.php?fbid=10204641337775989&set=a.1365549461401.52780.1311592204&type=1					2014-07-17T12:27:44+0000	1405600064	"2014-07-17 14:27:44"	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_738165166243146	https://www.facebook.com/152605961465739/posts/738165166243146	"Para la jente q no tiene el canal Andalucía!!!!!"	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/10470077_265572326967399_265570660300899_49354_2236_b.jpg?oh=351080252885eb34d07a920e4d4cc053&oe=59BA2DA8	https://scontent.xx.fbcdn.net/v/t15.0-10/10470077_265572326967399_265570660300899_49354_2236_b.jpg?oh=7440356b83a8bfbd5dbc3e0a65d20ae6&oe=59B6EAC7	https://www.facebook.com/631070140417614/videos/265570660300899	facebook.com	2014-07-11T18:20:41+0000	1405102841	"2014-07-11 20:20:41"	14	1	14	18	33	1	1	0	1	0	12	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_738043209588675	https://www.facebook.com/152605961465739/posts/738043209588675						2014-07-11T13:43:20+0000	1405086200	"2014-07-11 15:43:20"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_737640399628956	https://www.facebook.com/152605961465739/posts/737640399628956	"Cambio de fechas  nos vemos el sábado 26 de julio por la noche para recuperar la fiesta del Chisco de Santa Ana."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10527816_656284937782660_5405067151457103790_n.jpg?oh=8c890f61aa89ae5ab187f140ae87ac42&oe=598CCD65	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10527816_656284937782660_5405067151457103790_n.jpg?oh=1e123c0942be183273663ccfec219d25&oe=5974779A	https://www.facebook.com/photo.php?fbid=656284937782660&set=gm.737640399628956&type=3	facebook.com	2014-07-10T18:07:07+0000	1405015627	"2014-07-10 20:07:07"	7	0	7	0	7	0	0	0	0	0	6	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_721758434550486	https://www.facebook.com/152605961465739/posts/721758434550486	"Un saludo de una cortijera Lobreña desde Barcelona"					2014-06-12T14:08:32+0000	1402582112	"2014-06-12 16:08:32"	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_723114434414886	https://www.facebook.com/152605961465739/posts/723114434414886	"Estais invitados"					2014-06-14T21:20:19+0000	1402780819	"2014-06-14 23:20:19"	2	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_704366269623036	https://www.facebook.com/152605961465739/posts/704366269623036		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/10350438_626153527469340_7268044856277295261_n.jpg?oh=84d985ae13a7915703add7631cede0f8&oe=59BA229E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/10350438_626153527469340_7268044856277295261_n.jpg?oh=b7f73f4b94d200eedc5ad102c43ba416&oe=597E4861	https://www.facebook.com/photo.php?fbid=626153527469340&set=gm.704366269623036&type=3	facebook.com	2014-05-12T17:24:41+0000	1399915481	"2014-05-12 19:24:41"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_703695016356828	https://www.facebook.com/152605961465739/posts/703695016356828	"“A palavra mãe não é um substantivo. É um verbo. Mãe é cuidar  brigar  chorar  brincar  sorrir  ajudar  mudar  se preocupar  se irritar… Mãe é saber amar!”  minha avó Ana e minha mãe Encarnaçâo Monteoliva Desejo a todas as mamães um feliz dia!"	https://scontent.xx.fbcdn.net/v/t1.0-9/10292508_10202059899760094_5861428226435793213_n.jpg?oh=e319b001d99d72f4cdb7659dfea49647&oe=597E65D9	https://scontent.xx.fbcdn.net/v/t1.0-9/10292508_10202059899760094_5861428226435793213_n.jpg?oh=e319b001d99d72f4cdb7659dfea49647&oe=597E65D9	https://www.facebook.com/photo.php?fbid=10202059899760094&set=gm.703695016356828&type=3	facebook.com	2014-05-11T12:48:23+0000	1399812503	"2014-05-11 14:48:23"	6	0	6	0	6	0	0	0	0	0	6	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_666272076765789	https://www.facebook.com/152605961465739/posts/666272076765789		https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/1921704_10152027520532903_10152027504142903_60382_2566_b.jpg?oh=22be1ef7abf911105eb4ba3577491882&oe=598CEBDC	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/1921704_10152027520532903_10152027504142903_60382_2566_b.jpg?oh=70ddb8056082f22631e132561295db22&oe=59859629	https://www.facebook.com/10154702811132903/videos/10152027504142903	facebook.com	2014-02-28T03:10:38+0000	1393557038	"2014-02-28 04:10:38"	5	2	5	0	7	2	2	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_701448756581454	https://www.facebook.com/152605961465739/posts/701448756581454	"Que hermosa estas LOBRAS"					2014-05-07T00:21:59+0000	1399422119	"2014-05-07 02:21:59"	7	1	7	0	8	1	1	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_677474205645576	https://www.facebook.com/152605961465739/posts/677474205645576	"RECORRIENDO EL SENDERO DE LOBRAS _ TIMAS"	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/s130x130/10153164_599133033504723_1392054994_n.jpg?oh=ef588e7016b3d73cffc7b130a10a9fde&oe=59857417	https://scontent.xx.fbcdn.net/v/t1.0-0/q82/p180x540/10153164_599133033504723_1392054994_n.jpg?oh=e1dde47c9bd97b128e5a9ca35c595ae8&oe=59833E5D	https://www.facebook.com/photo.php?fbid=599133033504723&set=gm.677474205645576&type=3	facebook.com	2014-03-22T20:11:13+0000	1395519073	"2014-03-22 21:11:13"	17	3	17	1	21	3	3	0	0	0	17	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_647492911977039	https://www.facebook.com/152605961465739/posts/647492911977039	"¡VENTE A LA ALPUJARRA! Tenemos mar  montaña  unos paisajes espectaculares  una gastronomía que quita el sentido... ¡¡PERO LO MEJOR ES: QUE TENEMOS UNAS GANAS ENORMES DE QUE TE VENGAS!!  https://www.facebook.com/photo.php?fbid=678097332242367&set=a.630590800326354.1073741830.570655122986589&type=1&theater"					2014-01-22T11:57:51+0000	1390391871	"2014-01-22 12:57:51"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_645503828842614	https://www.facebook.com/152605961465739/posts/645503828842614	"ya llegaron las primeras nieves"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1546104_10200430314759173_825216624_n.jpg?oh=25b2067da0dfdd2bf8e21ab3981ee33a&oe=597FC15A	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/1546104_10200430314759173_825216624_n.jpg?oh=73bfd4ffe2f7dd350de5de63e0687230&oe=5973E910	https://www.facebook.com/photo.php?fbid=10200430314759173&set=gm.645503828842614&type=3	facebook.com	2014-01-19T13:33:59+0000	1390138439	"2014-01-19 14:33:59"	21	2	21	0	23	2	2	0	0	0	21	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_645512268841770	https://www.facebook.com/152605961465739/posts/645512268841770						2014-01-19T13:57:36+0000	1390139856	"2014-01-19 14:57:36"	20	0	20	0	20	0	0	0	0	0	20	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_644129635646700	https://www.facebook.com/152605961465739/posts/644129635646700						2014-01-16T19:47:11+0000	1389901631	"2014-01-16 20:47:11"	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_644130078979989	https://www.facebook.com/152605961465739/posts/644130078979989						2014-01-16T19:48:29+0000	1389901709	"2014-01-16 20:48:29"	4	1	4	0	5	1	1	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_642990385760625	https://www.facebook.com/152605961465739/posts/642990385760625	"Pasé por Lobras en el mes de marzo de 2009  y me refrescante en una de sus fuentes"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1507038_10201404089845256_1216435836_n.jpg?oh=2c53b8b09ff91e7080d107d4ece8e06d&oe=59789D70	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1507038_10201404089845256_1216435836_n.jpg?oh=ed2624cfbb9661cbebfe85531a8a221c&oe=59BD096B	https://www.facebook.com/photo.php?fbid=10201404089845256&set=gm.642990385760625&type=3	facebook.com	2014-01-14T15:29:05+0000	1389713345	"2014-01-14 16:29:05"	14	2	14	0	16	2	2	0	0	0	14	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_632364160156581	https://www.facebook.com/152605961465739/posts/632364160156581	"nos atacan los zorros!!!!!!!!!!!!!"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/1477931_10200304824702000_1393195102_n.jpg?oh=1d5700e1ed752c6844266722ade098d9&oe=59BF32E8	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/p180x540/1477931_10200304824702000_1393195102_n.jpg?oh=0445a223f494868156b3ccd42d246e21&oe=5988431D	https://www.facebook.com/photo.php?fbid=10200304824702000&set=gm.632364160156581&type=3	facebook.com	2013-12-24T21:17:01+0000	1387919821	"2013-12-24 22:17:01"	21	2	21	0	23	2	2	0	0	0	21	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_623194794406851	https://www.facebook.com/152605961465739/posts/623194794406851	"Escudo de Lobras"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1475815_10201066036188498_1724564505_n.jpg?oh=2f2c546aee21185e2ad34ca45e14f33b&oe=59BE9E9A	https://scontent.xx.fbcdn.net/v/t1.0-9/1475815_10201066036188498_1724564505_n.jpg?oh=6461fa8782ec6257df35925ce1ee0581&oe=59BEDB58	https://www.facebook.com/photo.php?fbid=10201066036188498&set=gm.623194794406851&type=3	facebook.com	2013-12-06T13:57:38+0000	1386338258	"2013-12-06 14:57:38"	16	5	16	2	23	5	5	0	4	0	16	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_638792082847122	https://www.facebook.com/152605961465739/posts/638792082847122	"Que el nuevo año que iniciamos nos ayude a comprendernos cada día un poquito más  que la familias y las comunidades seamos solidarias con los que más sufren  y vivamos la alegría de lo más profundo de nuestra alma. Mucha Paz para todos y que sean plenamente felices"					2014-01-05T23:28:33+0000	1388964513	"2014-01-06 00:28:33"	5	1	5	0	6	1	1	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_635789643147366	https://www.facebook.com/152605961465739/posts/635789643147366	"Feliz año a todos los miembros"					2013-12-31T14:51:00+0000	1388501460	"2013-12-31 15:51:00"	3	1	3	0	4	1	1	0	2	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_632365620156435	https://www.facebook.com/152605961465739/posts/632365620156435	"un poco de verano ahora que hace tanto frio"	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/s130x130/993488_10200304845542521_1736660120_n.jpg?oh=c73621ffb32e5f05d30e87b6dc98ad4a&oe=59C2F305	https://scontent.xx.fbcdn.net/v/t1.0-0/q83/p180x540/993488_10200304845542521_1736660120_n.jpg?oh=8f96d467304e7305ebbbacdb7bbe4be5&oe=5985814F	https://www.facebook.com/photo.php?fbid=10200304845542521&set=gm.632365620156435&type=3	facebook.com	2013-12-24T21:23:11+0000	1387920191	"2013-12-24 22:23:11"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_632343403491990	https://www.facebook.com/152605961465739/posts/632343403491990	"a todos os Lobreños mis mejores deseos para una Feliz Navidad y un próspero año nuevo  un beso   es a foto de mi abuelo (Antonio Monteoliva Lopez)que nacio em Lobras em 03/08/1900"	https://scontent.xx.fbcdn.net/v/t1.0-0/q88/s130x130/1174532_10201269395357978_143613916_n.jpg?oh=519f04e4ab7750191a86f147d8b8b859&oe=597C9EA5	https://scontent.xx.fbcdn.net/v/t1.0-9/1174532_10201269395357978_143613916_n.jpg?oh=69d8038f5b8c8204a378aa9651ee2f5b&oe=598A97EC	https://www.facebook.com/photo.php?fbid=10201269395357978&set=gm.632343403491990&type=3	facebook.com	2013-12-24T20:10:06+0000	1387915806	"2013-12-24 21:10:06"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_628068520586145	https://www.facebook.com/152605961465739/posts/628068520586145						2013-12-15T19:41:16+0000	1387136476	"2013-12-15 20:41:16"	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_626841500708847	https://www.facebook.com/152605961465739/posts/626841500708847						2013-12-13T20:43:52+0000	1386967432	"2013-12-13 21:43:52"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_623245371068460	https://www.facebook.com/152605961465739/posts/623245371068460	"¡¡Muy pronto disponibles las sudaderas y alfombrillas de ratón-calendario de Lobras2014!!"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1451580_553029204774901_2075206643_n.jpg?oh=7eccd92c9f3a811eb50c943400609242&oe=5989D838	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/1451580_553029204774901_2075206643_n.jpg?oh=bd56bea00691b7bbdc4b02a7ab9cbad8&oe=59C2A16C	https://www.facebook.com/photo.php?fbid=553029204774901&set=gm.623245371068460&type=3	facebook.com	2013-12-06T16:14:35+0000	1386346475	"2013-12-06 17:14:35"	9	1	9	0	10	1	1	0	1	0	8	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_603709289688735	https://www.facebook.com/152605961465739/posts/603709289688735	"Saludos Lobreñ@s.  He leído que algunos de vosotros os interesaba saber donde podíais ver el pregón de las fiestas de este año a cargo de Ezequiel Martínez.  Entre otras muchísimas cosas bien dichas por Ezequiel  se recordó la historia de la campana de Lobras (Alejandra). Estoy seguro que muchos de los nuevos miembros del grupo conocedores de la historia  familiares al otro lado del charco y Lobreños de raíces y corazón; querrán escuchar.   Os pongo el enlace al canal de José Peña en youtube con el pregón dividido en tres vídeos.   http://www.youtube.com/watch?v=cIzQjcU06-8  También aprovecho para dejaros la dirección del blog del Centro Guadalinfo de Lobras  donde gracias al buenhacer de Ana De Guadalinfo De Lobras y de todos sus participantes; podéis encontrar muchísima información  resumen y fotos de los eventos que tienen lugar a lo largo del año en Lobras y las innumerables actividades que realizan.   http://guadalinfodelobras.blogspot.com.es/"	https://external.xx.fbcdn.net/safe_image.php?d=AQD0eno0l69C2Mzn&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FcIzQjcU06-8%2Fmaxresdefault.jpg%3Ffeature%3Dog&cfs=1&_nc_hash=AQCBmXstfZq76UUb	https://external.xx.fbcdn.net/safe_image.php?d=AQB_C_nRqS2G582x&w=720&h=720&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FcIzQjcU06-8%2Fmaxresdefault.jpg%3Ffeature%3Dog&cfs=1&_nc_hash=AQAuJ1SE3q_5Qr_g	http://www.youtube.com/watch?v=cIzQjcU06-8	youtube.com	2013-10-28T23:39:12+0000	1383003552	"2013-10-29 00:39:12"	4	1	4	0	5	1	1	0	1	0	4	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_603698196356511	https://www.facebook.com/152605961465739/posts/603698196356511	"Quisiera formar parte del grupo Lobreños del mundo"					2013-10-28T23:00:15+0000	1383001215	"2013-10-29 00:00:15"	2	1	2	0	3	1	1	0	0	0	2	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_577120872347577	https://www.facebook.com/152605961465739/posts/577120872347577	"Ya tenemos el vídeo de la actuación de don Juan Carlos de Morbón "	https://external.xx.fbcdn.net/safe_image.php?d=AQAgBgBhDzh67cSR&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FkNrcJYgV4Fo%2Fhqdefault.jpg%3Ffeature%3Dog&cfs=1&sx=35&sy=0&sw=360&sh=360&_nc_hash=AQBfoaG4w-QcIGOS	https://external.xx.fbcdn.net/safe_image.php?d=AQCPXptkBlNFY5Bk&w=360&h=360&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2FkNrcJYgV4Fo%2Fhqdefault.jpg%3Ffeature%3Dog&cfs=1&sx=35&sy=0&sw=360&sh=360&_nc_hash=AQBW9Hpt9v0o8sGf	http://www.youtube.com/watch?v=kNrcJYgV4Fo	youtube.com	2013-09-06T20:43:28+0000	1378500208	"2013-09-06 22:43:28"	10	5	10	0	15	5	5	0	3	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_593780150681649	https://www.facebook.com/152605961465739/posts/593780150681649	"Alguien tiene grabado el pregon de este año?"					2013-10-11T14:54:26+0000	1381503266	"2013-10-11 16:54:26"	0	4	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_576659689060362	https://www.facebook.com/152605961465739/posts/576659689060362	"Para los que no pudieron disfrutarlo  una pequeña muestra..........."	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/1096488_439507086167969_439504496168228_23749_1152_b.jpg?oh=00c797b9ee567cb6a2b09673ba5e424b&oe=598E6DBA	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/1096488_439507086167969_439504496168228_23749_1152_b.jpg?oh=5c2bcb3167cd253b1e445696f82b4de9&oe=598E228A	https://www.facebook.com/1309503255835010/videos/439504496168228	facebook.com	2013-09-05T17:48:16+0000	1378403296	"2013-09-05 19:48:16"	8	4	8	3	15	4	4	0	1	0	8	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_575038642555800	https://www.facebook.com/152605961465739/posts/575038642555800	"la peña de fiesta ...."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1175567_316676865144059_160071595_n.jpg?oh=b80e3b6cac4baa606aa0eac9999d62f3&oe=5982D209	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/1175567_316676865144059_160071595_n.jpg?oh=47a4cfe7f5bc87cb4e4d84f02bf1249b&oe=5976C967	https://www.facebook.com/photo.php?fbid=316676865144059&set=gm.575038642555800&type=3	facebook.com	2013-09-01T20:04:49+0000	1378065889	"2013-09-01 22:04:49"	17	3	17	0	20	3	3	0	3	0	17	0	0	0	0	0	0
video	post_user_152605961465739	152605961465739_574417625951235	https://www.facebook.com/152605961465739/posts/574417625951235	http://www.youtube.com/watch?v=r0Aln3xdtig&feature=c4-overview&list=UUYfkyuc7QxJZatLKquuP2Bw	https://external.xx.fbcdn.net/safe_image.php?d=AQCxw-gHy-NaIQDZ&w=130&h=130&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Fr0Aln3xdtig%2Fhqdefault.jpg%3Ffeature%3Dog&cfs=1&_nc_hash=AQACBewda10DG63q	https://external.xx.fbcdn.net/safe_image.php?d=AQAaDcFreYdK0Gb9&w=720&h=720&url=http%3A%2F%2Fi1.ytimg.com%2Fvi%2Fr0Aln3xdtig%2Fhqdefault.jpg%3Ffeature%3Dog&cfs=1&_nc_hash=AQCj1HzCEyArAkzS	http://www.youtube.com/watch?v=r0Aln3xdtig&feature=c4-overview&list=UUYfkyuc7QxJZatLKquuP2Bw	youtube.com	2013-08-31T12:14:07+0000	1377951247	"2013-08-31 14:14:07"	12	0	12	0	12	0	0	0	0	0	12	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_566978076695190	https://www.facebook.com/152605961465739/posts/566978076695190	"lobreños e cojido la barra de san agustin os quiero verva todos en las fiestas un saludo"					2013-08-15T19:28:12+0000	1376594892	"2013-08-15 21:28:12"	10	4	10	0	14	4	4	0	0	0	10	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562191240507207	https://www.facebook.com/152605961465739/posts/562191240507207		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/644215_288378844637337_923051083_n.jpg?oh=cd6fef46d77240844572ede3648555c4&oe=597F757B	https://scontent.xx.fbcdn.net/v/t1.0-9/644215_288378844637337_923051083_n.jpg?oh=cbbddd660ee979233e09caef74b6ad34&oe=59851FF9	https://www.facebook.com/photo.php?fbid=288378844637337&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:38+0000	1375720478	"2013-08-05 18:34:38"	9	0	9	1	10	0	0	0	0	0	9	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562191197173878	https://www.facebook.com/152605961465739/posts/562191197173878		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1002572_288378801304008_36827321_n.jpg?oh=5ed3a44f85127f3f8b4983ab54500e59&oe=5986F907	https://scontent.xx.fbcdn.net/v/t1.0-9/1002572_288378801304008_36827321_n.jpg?oh=bb5348d4af8157c164131bc00c203381&oe=597D3D85	https://www.facebook.com/photo.php?fbid=288378801304008&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:32+0000	1375720472	"2013-08-05 18:34:32"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562191113840553	https://www.facebook.com/152605961465739/posts/562191113840553		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/972299_288378751304013_604052020_n.jpg?oh=d4b08eb6908d86e79a85eaa7e3bc034b&oe=59C0EFF4	https://scontent.xx.fbcdn.net/v/t1.0-9/972299_288378751304013_604052020_n.jpg?oh=7a44b3d24be20cba69d771f761a94616&oe=59BF8676	https://www.facebook.com/photo.php?fbid=288378751304013&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:26+0000	1375720466	"2013-08-05 18:34:26"	7	0	7	2	9	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562191083840556	https://www.facebook.com/152605961465739/posts/562191083840556		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/995430_288378721304016_1243878973_n.jpg?oh=5ea37c1ea96e8c8c5fcddca91d1e004f&oe=598A80F0	https://scontent.xx.fbcdn.net/v/t1.0-9/995430_288378721304016_1243878973_n.jpg?oh=0c3bcad3bfd9ca01ec76d06dbda48bc4&oe=5983575D	https://www.facebook.com/photo.php?fbid=288378721304016&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:23+0000	1375720463	"2013-08-05 18:34:23"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562191023840562	https://www.facebook.com/152605961465739/posts/562191023840562		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/969579_288378661304022_823466482_n.jpg?oh=c29ffc7da5c9221ac8afc1b18a65695c&oe=598681AB	https://scontent.xx.fbcdn.net/v/t1.0-9/969579_288378661304022_823466482_n.jpg?oh=cbb981ac0ce84788ef6f75a56b2f126a&oe=59BB5629	https://www.facebook.com/photo.php?fbid=288378661304022&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:17+0000	1375720457	"2013-08-05 18:34:17"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_562190977173900	https://www.facebook.com/152605961465739/posts/562190977173900		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1012709_288378621304026_750076995_n.jpg?oh=7de3d8aa3a22e9ba83bc4c9824d0fb94&oe=59791B40	https://scontent.xx.fbcdn.net/v/t1.0-9/1012709_288378621304026_750076995_n.jpg?oh=e71b3c2ecbc0668a223e9180609c8250&oe=5979D6ED	https://www.facebook.com/photo.php?fbid=288378621304026&set=oa.562190867173911&type=3	facebook.com	2013-08-05T16:34:13+0000	1375720453	"2013-08-05 18:34:13"	7	0	7	1	8	0	0	0	0	0	7	0	0	0	0	0	0
